cl_num,x,y
-1,0.5721216079,-0.2698486278
-1,0.5721548889,-0.2698297683
-1,0.572149342,-0.2698329115
-1,0.5721043936,-0.2698583827
-1,0.5712962017,-0.2699602443
-1,0.5721114705,-0.2698543724
-1,0.5204914714,-0.3750923931
-1,0.5205889348,-0.3752620274
-1,0.5183983856,-0.3751708887
-1,0.517934928,-0.3761276188
-1,0.510822217,-0.3789355817
590,0.5283837798,-0.3750755812
590,0.5303600935,-0.3748280738
590,0.539546927,-0.3732324737
590,0.5286022122,-0.3765034582
590,0.5286006821,-0.3765043253
590,0.5288536576,-0.3764746145
590,0.5179455501,-0.3796112104
590,0.5361412126,-0.3763483486
590,0.527341229,-0.3766605776
590,0.5279494138,-0.3765843714
590,0.5278083656,-0.3765971907
590,0.528671452,-0.3764642217
590,0.5238482787,-0.3770964325
590,0.5176488903,-0.3797793202
590,0.5285959003,-0.376507035
590,0.5262731758,-0.3767960519
590,0.5374528691,-0.3761884745
590,0.5286129234,-0.3764973885
590,0.5496937785,-0.3700574978
590,0.5296262255,-0.3763723658
590,0.5293238546,-0.3764094934
590,0.5288641775,-0.3764686532
590,0.5409303098,-0.3730319541
590,0.5267309402,-0.376737976
590,0.5285959003,-0.376507035
590,0.5287011333,-0.376493937
590,0.5156314058,-0.3800295837
590,0.5282512109,-0.376547569
590,0.518878601,-0.3795987734
590,0.5291904572,-0.3764179771
590,0.5285983868,-0.376505626
590,0.5261290673,-0.3768106053
590,0.5176481252,-0.3797797537
590,0.5308307364,-0.3762266736
590,0.5176582625,-0.3797740092
590,0.5286068027,-0.3765008569
590,0.5286184702,-0.3764942452
590,0.5285968567,-0.3765064931
590,0.5286073765,-0.3765005317
590,0.5286393186,-0.3764824309
-1,0.5314817274,-0.3766965642
-1,0.5291369874,-0.3753045201
-1,0.9193133104,0.3713466809
-1,0.9181703158,0.3717690857
-1,0.5156517466,-0.3781173031
-1,0.9187258114,0.3789570636
-1,0.9670495338,0.4798533866
-1,0.9855338228,0.4832798059
-1,0.9746327176,0.4800335338
-1,0.9747060084,0.480028531
-1,0.976809025,0.4802807285
-1,0.9746072786,0.4800191182
-1,0.9534143721,0.3799731741
-1,0.9530247476,0.3799331371
-1,0.9538648682,0.3800271313
613,0.931078702,0.3733590852
613,0.931057088,0.3733708549
613,0.9311249894,0.3733853151
613,0.9333177461,0.3736418311
613,0.9311944548,0.3733781445
613,0.9307760921,0.3733423965
613,0.9322516056,0.3735074407
613,0.931087883,0.3733642878
613,0.9295157304,0.373165055
613,0.9310978291,0.373369924
613,0.938726187,0.3735291353
613,0.931203062,0.3733830219
613,0.9311598005,0.3734050417
613,0.9305864613,0.3733020467
613,0.9310886481,0.3733647213
613,0.9311077751,0.3733755601
613,0.9386161723,0.3735133277
613,0.9310897957,0.3733653717
613,0.9311094421,0.3735509517
-1,0.9360321383,0.3810048956
-1,0.5970640351,0.3627307219
-1,1.1650882232,0.7980274011
-1,1.192795995,0.8741596537
-1,0.790308794,0.1242910406
-1,0.7702194198,0.0913785207
-1,0.7593711395,0.0881156483
-1,0.7709833328,0.0914964392
-1,1.1355569425,0.7424572762
-1,1.1503205047,0.7676471881
632,1.1306617345,0.7347773529
632,1.1294847665,0.7346472686
632,1.1182723484,0.7313382274
632,1.1292390593,0.7346216765
632,1.1303153807,0.7340587926
632,1.1299218738,0.7346936385
632,1.1291456717,0.7345893305
632,1.129219741,0.7346107293
632,1.1293219136,0.7346220931
632,1.1291990838,0.7345990234
632,1.1292008052,0.7345999989
-1,0.7257546095,-0.0153888227
-1,0.7267113091,-0.0152699148
-1,0.7137627561,-0.0168826758
-1,0.7385448266,-0.0075533764
-1,0.8940317092,0.3642397462
-1,0.9263372095,0.3744654884
-1,0.5071014404,-0.3787587135
-1,0.4885958863,-0.3853241708
-1,0.6085889027,-0.2063610609
-1,0.6431327017,-0.1792535267
-1,0.545217115,-0.2758160311
-1,0.7157910856,-0.0070105821
-1,0.9478532382,0.5888731322
-1,0.9566420993,0.5927744665
-1,0.564827927,-0.1541224111
-1,0.2140122519,-0.1698398794
-1,0.9386924329,0.6043770504
-1,0.9491977823,0.6079687528
-1,0.9194947451,0.5715610215
-1,0.9183422265,0.5719807333
-1,0.90824213,0.5715523629
-1,0.9129977111,0.5718257846
-1,0.5077858481,-0.1781087919
-1,0.3266379028,-0.1941188962
-1,0.7848333996,0.3335790625
-1,0.3724710352,-0.4428556112
-1,0.3128488688,-0.5447096789
-1,0.3005159601,-0.5478065856
-1,0.2894680635,-0.5563841551
-1,0.2992272798,-0.5426115781
-1,0.7171013269,0.2049360079
-1,0.3724107741,0.1949821326
-1,0.7377616322,0.2207405078
-1,0.3027585672,-0.5478558781
-1,0.3188279,-0.5415107643
-1,-0.0214118356,-0.5597173952
-1,-0.0052779407,-0.5481500056
-1,-0.0277899004,-0.5547763099
-1,-0.0067932098,-0.5475941801
-1,-0.0334289703,-0.5547639681
-1,0.3871387249,0.1984503847
-1,-0.0063744362,-0.5459120557
-1,0.5403337727,0.1879396351
-1,0.3572130096,-0.1869098271
-1,-0.1746853833,-0.5600398289
-1,-0.3057060079,-0.5804551132
-1,0.166118372,-0.5451902495
-1,0.1667225401,-0.5451163195
-1,0.1580425472,-0.5481105814
-1,0.1797915025,-0.5415811064
-1,0.3483956144,-0.5261792133
-1,0.3665846455,-0.4960101527
-1,0.7744281816,0.2807276782
-1,0.7862231543,0.2840984016
-1,0.8289127579,0.3906650907
-1,0.4270957477,-0.359138714
-1,0.9834852448,0.6452340487
-1,-0.1211996519,-0.4502077806
-1,0.0528591361,-0.4344155853
-1,0.0584664365,-0.434503276
-1,0.0603973714,-0.4342609093
-1,0.0606961082,-0.434225841
-1,0.0585044992,-0.4344817068
-1,0.0605625196,-0.4342344331
-1,0.0582679595,-0.4345280643
-1,0.0475159836,-0.4377775121
-1,-0.0721728059,-0.4575661133
-1,-0.0824107974,-0.4607515873
-1,0.0829797309,-0.3744094401
-1,-0.259396557,-0.4743084098
-1,-0.2299098632,-0.4703801973
-1,0.0294272331,-0.4410985198
-1,0.3589837382,-0.4296463918
-1,0.3953942547,-0.419478463
-1,-0.2049013847,-0.5590627314
-1,-0.2056626677,-0.5591585852
-1,-0.208756337,-0.5521167741
-1,-0.3492360772,-0.5857319655
859,0.1186206796,-0.5474949629
859,0.1257038283,-0.5473968453
859,0.1275222621,-0.5471716953
859,0.1263110568,-0.5473211811
859,0.1275222621,-0.5471716953
859,0.1260046692,-0.5473605848
859,0.1260531082,-0.54735371
859,0.1377137273,-0.5439920123
859,0.1276812897,-0.5471486876
859,0.1357408564,-0.5442375687
859,0.1154746289,-0.5502558358
-1,0.1221923255,-0.5471054261
-1,0.1056969734,-0.5510149722
-1,0.2083698859,-0.4419778936
-1,0.1539244753,-0.552248229
-1,0.1659709068,-0.5488226938
-1,0.1683650094,-0.5485397637
-1,0.1558210126,-0.5493164745
-1,0.1654827305,-0.5488980034
-1,0.1760924398,-0.5462158769
-1,-0.1768332622,-0.5639334375
-1,-0.1747849656,-0.5609827941
-1,0.1224009381,-0.5671063484
-1,0.133685498,-0.5637532366
-1,0.1346017408,-0.55841455
-1,0.1217586843,-0.5624619107
-1,0.1892482918,-0.5437868371
-1,0.1271165761,-0.5524523824
-1,0.1303639175,-0.5493401744
-1,0.1148008359,-0.5610359788
-1,0.1806031333,-0.4374257443
-1,0.1665432351,-0.4405539111
-1,0.0265478787,-0.4672245344
-1,0.5550145402,0.305908312
-1,0.1849839963,-0.4329828428
-1,0.1972627161,-0.4295784351
-1,0.227552354,-0.3934812463
-1,0.6252953538,0.3148062569
-1,0.6349261168,0.3179160667
-1,0.624906718,0.3148192949
-1,0.21205678,-0.4378832561
-1,0.2029846491,-0.438591177
-1,0.2214497787,-0.4352281296
-1,0.220868563,-0.4352890531
-1,0.2040222579,-0.4385254695
-1,0.2161769462,-0.4350922761
-1,0.2026527084,-0.4385480017
-1,0.2105712415,-0.4382630832
-1,0.2208052856,-0.4316985779
-1,0.5806976394,0.2177322903
-1,0.5918468972,0.2212165487
-1,0.5384959818,0.2045760752
-1,0.1686929482,-0.5350380444
-1,0.1780248838,-0.5314368355
-1,0.1607162997,-0.537059055
-1,0.1609988856,-0.5361045531
-1,0.3302278124,-0.52350659
-1,0.2416736522,0.1962285364
-1,0.5647387975,0.213937066
-1,0.5652432318,0.2140215886
-1,0.5495524389,0.2051663113
-1,0.5692552963,0.207387939
-1,0.569649883,0.2092316572
-1,0.581735541,0.2083328131
-1,0.5821433609,0.208225406
-1,0.5766902565,0.2077759957
-1,0.581495392,0.2081266552
-1,0.581344589,0.2081083081
-1,0.5922971459,0.2113837366
-1,0.5832550085,0.2078128311
-1,0.208896988,-0.4394620933
-1,0.1743779356,-0.5430753458
-1,0.1711394699,-0.5411526079
-1,0.0471621426,-0.5649517882
-1,0.0450371299,-0.5652164503
-1,0.0441265742,-0.565329784
-1,0.0494379582,-0.564668779
-1,0.0277626346,-0.5720576577
-1,-0.1525027961,-0.553518468
-1,-0.163907953,-0.5568490459
-1,-0.1576595518,-0.5541589582
-1,-0.1526551292,-0.5535376821
-1,-0.1431244608,-0.5501732922
-1,0.1717706558,-0.5417251659
-1,0.1662068215,-0.5416334184
-1,0.1637908248,-0.5450227381
-1,0.1561247952,-0.545715073
1044,0.1660902229,-0.5452587156
1044,0.1673056361,-0.5451068453
1044,0.1694417424,-0.5448358967
1044,0.1893558147,-0.5385408931
1044,0.1787134709,-0.54177475
1044,0.1786455109,-0.5416089713
1044,0.1779990968,-0.5418645961
1044,0.178563433,-0.5417926635
1044,0.1790150768,-0.541738056
1044,0.1780094254,-0.5418587431
1044,0.1890530612,-0.5385782374
1044,0.1780073214,-0.5418599354
1044,0.1794690158,-0.5416821478
1044,0.1779979492,-0.5418652464
1044,0.1849549864,-0.5390885643
1044,0.178253985,-0.5418338014
1044,0.1779969928,-0.5418657883
1044,0.1796352551,-0.5415342947
1044,0.1784099523,-0.5418125279
1044,0.1767365834,-0.5420225825
-1,0.1792255631,-0.5419546634
-1,0.8253678853,0.3149720971
-1,0.8486661491,0.3749142794
-1,1.0743423691,0.7824840302
-1,1.0545349752,0.7358510442
-1,1.0547991191,0.736000728
-1,1.0544743425,0.7358166852
-1,1.0544936608,0.7358276324
-1,0.6180445736,-0.0772085037
-1,1.020211998,0.6726131185
-1,1.0200212196,0.6725721184
-1,1.0186486915,0.6723983242
-1,1.0190320174,0.6724607526
-1,1.0190806,0.6724882832
-1,1.0299727155,0.675729461
-1,1.0166204063,0.672389803
-1,1.0209348357,0.6726871863
-1,1.0190727579,0.6724838392
-1,1.0390844766,0.7053523537
-1,1.0456307782,0.7013505431
-1,0.8802844969,0.3814235142
-1,0.9104777922,0.4545817407
-1,0.9005636305,0.4813077665
-1,0.9001264067,0.4813749746
-1,0.8660177071,0.4180571469
-1,0.8644857345,0.4179066437
-1,0.8318930743,0.3145126094
-1,0.4625295888,-0.3319088963
-1,0.4203243839,-0.4384229909
-1,0.4195870097,-0.4385052962
-1,0.8601434701,0.3051988715
-1,0.8567333565,0.3020805037
-1,0.4629889327,-0.4447788436
-1,0.4585281648,-0.4472168223
-1,0.4654484606,-0.4471438801
-1,0.4567227852,-0.4474551492
-1,0.5127900207,-0.3373385107
-1,0.8567829373,0.3021324383
-1,0.4989430801,-0.3373682015
-1,0.4558553884,-0.4439591495
-1,0.4554537138,-0.444006015
-1,0.4560019834,-0.443943187
-1,0.4663940294,-0.4407375234
-1,0.8798381864,0.312409011
-1,0.4553633743,-0.4453834534
-1,0.8653708312,0.3046296472
-1,0.8660485084,0.3048329167
-1,0.8653675796,0.3046278047
-1,0.5456803476,-0.3531821819
-1,0.9357194425,0.3932140305
-1,0.3425864878,-0.467007611
-1,0.3549525389,-0.4635817088
-1,0.1294367449,-0.4591903583
-1,0.1279264202,-0.4593751291
-1,0.1206134086,-0.4621987401
-1,0.864701463,0.3026150275
-1,0.8646997416,0.302614052
-1,0.8646961074,0.3026119926
-1,0.8647550186,0.3026453761
-1,0.4624105051,-0.4471423795
-1,0.4642965738,-0.4469925467
-1,0.4638433998,-0.4470480213
-1,0.4519810523,-0.4504363499
-1,0.4622243994,-0.4472478411
-1,0.4622136882,-0.4472539108
-1,0.4512641917,-0.450527605
-1,0.48649526,-0.4404095481
-1,0.3447558616,-0.5293998637
-1,0.3543031382,-0.526259512
-1,0.7562555157,0.222568067
-1,0.7554452676,0.2224444658
-1,0.7592989916,0.2256128889
1177,0.7705580777,0.2536123336
1177,0.7699899161,0.2535382332
1177,0.7707182529,0.2536359916
1177,0.7700863506,0.2535463454
1177,0.760068067,0.2503976908
1177,0.7696685012,0.2541744652
1177,0.7720888683,0.2538087019
1177,0.7592964555,0.250295984
1177,0.7706912838,0.2536207089
1177,0.7699956542,0.2535414849
1177,0.7713256726,0.2537117642
1177,0.770003305,0.2535458204
1177,0.7699870471,0.2535366074
1177,0.7699788225,0.2535319467
1177,0.769996228,0.25354181
1177,0.7699815002,0.2535334642
-1,0.8841761446,0.4507572916
-1,0.4110253624,-0.3896737068
-1,0.4111305953,-0.3896606089
-1,0.412792488,-0.3894570575
-1,0.4000381857,-0.3929687535
-1,0.4225141388,-0.3863422789
-1,0.4109964806,-0.3896900734
-1,0.4115493406,-0.3896246441
-1,0.4110100608,-0.3896823779
-1,0.4220014455,-0.3863849467
-1,0.8244431242,0.3634578701
-1,0.8138086838,0.3603161755
-1,0.8025234739,0.3568987757
-1,0.8134842554,0.3601788648
-1,0.8353981675,0.3667347075
-1,0.7972667935,0.3521888565
-1,0.9518673288,0.5868213707
-1,0.6390856235,0.5767050235
-1,0.6174888101,0.5701946543
-1,0.6155959379,0.5699738568
-1,0.6265178915,0.5732319431
-1,0.1992139858,-0.1835418027
-1,0.2144397117,-0.179723935
-1,0.2116918526,-0.1781723577
-1,0.5258619115,-0.1765406416
-1,0.9192361952,0.5702037121
-1,0.5909327929,-0.0611348124
-1,0.589241745,-0.061287776
-1,0.5898736473,-0.0611981297
-1,0.5794112616,-0.0644642274
-1,0.5890498667,-0.0613499737
-1,0.5886571685,-0.0614177131
-1,0.5890098913,-0.0613726268
-1,0.5890060659,-0.0613747946
-1,0.9777870593,0.6939154682
-1,0.979609898,0.687014906
1217,0.9915037866,0.6884997798
1217,0.9915273129,0.6885131116
1217,0.9914900152,0.6884919759
1217,1.002468011,0.6917818199
1217,0.9933133742,0.6887404913
1217,0.991445019,0.688487052
1217,0.9914961358,0.6884954443
1217,0.9915141152,0.6885056328
1217,0.9809452535,0.6852668814
1217,0.991521766,0.6885099683
1217,0.9912871391,0.6884646947
1217,1.0024502229,0.6917717399
1217,0.9915022565,0.6884989127
1217,0.9924098955,0.6886311679
1217,0.9921598429,0.6888715507
1217,0.9914990049,0.6884970701
1217,0.9912928772,0.6884679463
1217,0.9913901226,0.6884859361
1217,0.9923768057,0.6886124168
1217,0.9807191649,0.6853195161
1217,1.0024974666,0.6917985117
1217,0.9805594544,0.6852290121
1217,0.9805372671,0.6852164391
-1,0.9956438939,0.6922061311
-1,0.9534910698,0.589556406
-1,0.952961736,0.5895043084
1224,0.9511191444,0.5816993788
1224,0.9500795178,0.5821132503
1224,0.9590446673,0.5851348849
1224,0.9491670493,0.5819988327
1224,0.9385652548,0.578787954
1224,0.9480406244,0.5818768155
1224,0.9699074841,0.5884059948
1224,0.9479757361,0.5818606193
1224,0.9607036088,0.5854038731
1224,0.9370783128,0.5785958593
1224,0.9485521701,0.581918833
1224,0.9703152793,0.5884563287
1224,0.9393045417,0.5788713432
1224,0.9362360748,0.5784747047
1224,0.949469229,0.5820358519
1224,0.9382322806,0.5787334844
1224,0.9490160551,0.5819803773
1224,0.9489710245,0.5820219689
1224,0.9371326335,0.5786266415
1224,0.9480547784,0.5818848362
1224,0.9481444841,0.5819356702
1224,0.9490198805,0.5819825451
1224,0.9481282261,0.5819264572
1224,0.9480151855,0.5818623999
1224,0.9483887359,0.5820740817
1224,0.9480534395,0.5818840775
1224,0.9501968755,0.5822468633
1224,0.9485693844,0.5819285879
1224,0.9480203498,0.5818653264
1224,0.9588944382,0.585116863
1224,0.9589442162,0.5851244966
1224,0.9481425714,0.5819345863
1224,0.9368565009,0.5785578476
1224,0.9487177008,0.5819455259
1224,0.9480369903,0.5818747561
1224,0.9370873025,0.5786009535
1224,0.9689335702,0.5882773319
1224,0.9376009521,0.5786441633
1224,0.9499470768,0.5821053086
1224,0.9482515206,0.5818826809
1224,0.9480025617,0.5818552463
1224,0.9480740967,0.5818957834
1224,0.9487014429,0.5819363129
1224,0.9479501059,0.5818460953
1224,0.9474980796,0.581791271
1224,0.9379329699,0.578698091
1224,0.9480951708,0.5818611907
1224,0.9480383292,0.5818755148
1224,0.9489149824,0.5819902112
1224,0.9488600879,0.5819591038
1224,0.9490168202,0.5819808109
1224,0.9484126521,0.5819068809
1224,0.948752512,0.5819652525
1224,0.9485865987,0.5819383428
1224,0.9497788683,0.5820770982
1224,0.9496494876,0.5820708907
1224,0.9479933807,0.5818500437
1224,0.9480985792,0.5819096571
1224,0.9704599616,0.5884712073
1224,0.9460681051,0.5789225783
1224,0.9382100933,0.5787209114
1224,0.945924953,0.5789085668
1224,0.9480498054,0.5818820181
1224,0.9480538221,0.5818842943
1224,0.9480392855,0.5818760568
1224,0.944965616,0.5789483434
1224,0.9480909284,0.5819053215
1224,0.9425233039,0.5811867951
1224,0.9480144204,0.5818619663
1224,0.9699189603,0.588412498
1224,0.9417581955,0.5810887735
1224,0.9480017966,0.5818548127
1224,0.95895684,0.5851316502
1224,0.948060899,0.5818883046
1224,0.9479905117,0.5818484178
1224,0.948041007,0.5818770323
1224,0.9487245866,0.5819494279
1224,0.9487167445,0.581944984
1224,0.9481315121,0.5818817844
1224,0.9480167157,0.581863267
1224,0.9370693231,0.578590765
1224,0.9480119339,0.5818605573
1224,0.9480587951,0.5818871124
1224,0.9480029442,0.5818554631
1224,0.9480693149,0.5818930737
1224,0.9482173579,0.581976966
1224,0.9371202009,0.5786195963
1224,0.9480040918,0.5818561134
-1,0.9292043577,0.5784617769
-1,0.5435931949,-0.1663088616
-1,0.5494502185,-0.1656070934
-1,0.5216276398,-0.1728939691
1232,0.5474329068,-0.1677785872
1232,0.5496350667,-0.1648078626
1232,0.5363310771,-0.1710714956
1232,0.5440947761,-0.168193819
1232,0.5475940383,-0.1677543873
1232,0.5454999115,-0.1687251651
1232,0.5564602668,-0.1647422739
1232,0.534557257,-0.1712919385
1232,0.5455092401,-0.1680168352
1232,0.5457303306,-0.168682276
1232,0.5453247259,-0.1680337112
1232,0.5454761026,-0.168015039
1232,0.5463135111,-0.1678760468
1232,0.5345673944,-0.1712861939
1232,0.5461026494,-0.1679284276
1232,0.5455773322,-0.1679782491
1232,0.5578790345,-0.1645217025
1232,0.5456094656,-0.1679600399
1232,0.5456148556,-0.1680035205
1232,0.5455094314,-0.1680167268
1232,0.5462389158,-0.1679183181
1232,0.545584983,-0.1679739136
1232,0.5467435413,-0.1678336872
1232,0.5531775391,-0.1677884553
1232,0.5455344877,-0.168002528
1232,0.557826244,-0.1645516176
1232,0.5466831,-0.1678679378
1232,0.545534679,-0.1680024196
1232,0.5582396337,-0.1645186877
1232,0.5455901473,-0.1679709871
1232,0.545510579,-0.1680160765
1232,0.5456213588,-0.1679998353
1232,0.5455274108,-0.1680065384
1232,0.5454676868,-0.1680198081
1232,0.543281211,-0.1709816449
1232,0.5547123807,-0.1676363263
1232,0.5455065623,-0.1680183527
1232,0.5455461552,-0.1679959163
1232,0.545164742,-0.1680572608
1232,0.5564744208,-0.1647342532
1232,0.5356174204,-0.1711403608
1232,0.545164742,-0.1680572608
1232,0.5565557106,-0.1646881883
1232,0.5455369743,-0.168001119
1232,0.5458203617,-0.1679541745
1232,0.5467724231,-0.1678173206
1232,0.556476716,-0.1647329525
1232,0.5455597354,-0.1679882208
1232,0.5455178473,-0.1680119578
1232,0.5468652712,-0.1678318151
1232,0.5345819309,-0.1712779564
1232,0.5357557908,-0.171129059
1232,0.547910372,-0.1677093474
1232,0.5455285584,-0.168005888
1232,0.5453107632,-0.1680416235
1232,0.5461070486,-0.1679259347
1232,0.5445557921,-0.1681339005
1232,0.5530928064,-0.1678364712
1232,0.5562644677,-0.1647655448
1232,0.5462236142,-0.1679269892
1232,0.5455342965,-0.1680026364
1232,0.547172424,-0.1677919778
1232,0.5354054092,-0.1711634005
1232,0.5457100737,-0.1679030278
1232,0.5455082838,-0.1680173772
1232,0.545560883,-0.1679875705
1232,0.554140346,-0.1676920471
1232,0.5455406084,-0.1679990596
1232,0.5455320012,-0.168003937
1232,0.5468987435,-0.1678128472
1232,0.5564709779,-0.1647362042
1232,0.5564661962,-0.1647389139
1232,0.5345693071,-0.17128511
1232,0.5455427124,-0.1679978673
1232,0.5455210988,-0.1680101152
1232,0.5345702634,-0.1712845681
1232,0.5564614144,-0.1647416236
1232,0.5455323838,-0.1680037203
1232,0.5674084245,-0.1614693384
1232,0.5455130655,-0.1680146675
1232,0.5455088576,-0.168017052
1232,0.5455360179,-0.1680016609
-1,0.5471048847,-0.1681595295
-1,0.5988616137,-0.028298892
-1,0.6091306338,-0.0284423312
-1,0.5773566818,-0.0386283675
1254,0.555383384,-0.1382768911
1254,0.5546799123,-0.138360559
1254,0.5664964986,-0.1349775878
1254,0.5656037787,-0.1351013888
1254,0.5664834922,-0.1349849582
1254,0.5657212529,-0.135081354
1254,0.5561569083,-0.1381741004
1254,0.554765827,-0.1383584082
1254,0.5677509309,-0.1348036064
1254,0.5622083929,-0.1382114107
1254,0.5559787537,-0.1382079469
1254,0.5656554216,-0.135072124
1254,0.56560397,-0.1351012804
